accuracy,precision,recall,f1,roc_auc,average_precision,chunk,fold
0.725,0.6226415094339622,0.4852941176470588,0.5454545454545454,0.7748997326203209,0.6846413748168388,55,2
0.735,0.6363636363636364,0.5147058823529411,0.5691056910569106,0.7638703208556149,0.6985985547857292,55,3
0.75,0.7142857142857143,0.4411764705882353,0.5454545454545454,0.7976827094474154,0.7134682477895943,55,4
0.815,0.6333333333333333,0.4222222222222222,0.5066666666666667,0.7884587813620072,0.5661469791744164,56,0
0.82,0.6551724137931034,0.4222222222222222,0.5135135135135135,0.8279569892473118,0.5433690763978056,56,1
0.775,0.4782608695652174,0.25,0.3283582089552239,0.7473776223776224,0.4609466074193685,56,2
0.805,0.5757575757575758,0.4318181818181818,0.4935064935064935,0.775495337995338,0.5422899814907474,56,3
0.765,0.43478260869565216,0.22727272727272727,0.29850746268656714,0.7348484848484849,0.4576560170824018,56,4
0.705,0.375,0.30612244897959184,0.33707865168539325,0.7130693336937425,0.45145111456739173,57,0
0.715,0.38235294117647056,0.2653061224489796,0.3132530120481928,0.7009731044735775,0.36687859950955365,57,1
0.725,0.4318181818181818,0.3877551020408163,0.40860215053763443,0.706244087038789,0.4100430840524572,57,2
0.735,0.4411764705882353,0.30612244897959184,0.3614457831325301,0.6805649412082714,0.46087432628686564,57,3
0.76,0.5238095238095238,0.22448979591836735,0.3142857142857143,0.7255710231112312,0.4669326619799422,57,4
0.785,0.5,0.27906976744186046,0.3582089552238806,0.7387794400829506,0.4246620047272315,58,0
0.76,0.391304347826087,0.20930232558139536,0.2727272727272727,0.6167234483780181,0.2875237064678446,58,1
0.735,0.32142857142857145,0.20930232558139536,0.2535211267605634,0.6422752184861501,0.31986936349213835,58,2
0.76,0.4074074074074074,0.2558139534883721,0.3142857142857143,0.7207080432528513,0.40416601113101197,58,3
0.77,0.43478260869565216,0.23255813953488372,0.30303030303030304,0.7005628795733966,0.3863951641996034,58,4
0.765,0.4642857142857143,0.28888888888888886,0.3561643835616438,0.7601433691756272,0.518871022281176,59,0
0.765,0.47058823529411764,0.35555555555555557,0.4050632911392405,0.7300358422939068,0.4299910265033388,59,1
0.8,0.6071428571428571,0.3695652173913043,0.4594594594594595,0.7248729531338227,0.5262902504554323,59,2
0.755,0.45714285714285713,0.34782608695652173,0.3950617283950617,0.7346132128740823,0.44510096744643296,59,3
0.785,0.56,0.30434782608695654,0.39436619718309857,0.8207227555053642,0.5889547864726861,59,4
0.825,0.7105263157894737,0.5294117647058824,0.6067415730337079,0.8332675352020003,0.7342229561132022,60,0
0.82,0.75,0.46153846153846156,0.5714285714285714,0.8225051975051976,0.6519985375429801,60,1
0.785,0.6285714285714286,0.4230769230769231,0.5057471264367817,0.8161382536382537,0.6439426505166146,60,2
0.765,0.5641025641025641,0.4230769230769231,0.4835164835164835,0.7768970893970895,0.6187220859282985,60,3
0.775,0.6129032258064516,0.36538461538461536,0.4578313253012048,0.7781964656964657,0.620505813310763,60,4
0.815,0.47368421052631576,0.25,0.32727272727272727,0.7811653116531165,0.3859737517018765,61,0
0.795,0.3684210526315789,0.19444444444444445,0.2545454545454545,0.7237466124661247,0.3191822023081369,61,1
0.795,0.41935483870967744,0.3611111111111111,0.3880597014925373,0.7490684281842819,0.37279234336572853,61,2
0.79,0.4,0.3333333333333333,0.36363636363636365,0.8195291327913279,0.4943457517150734,61,3
0.8,0.375,0.16666666666666666,0.23076923076923078,0.7091802168021679,0.3711178388349662,61,4
0.88,0.4,0.18181818181818182,0.25,0.6555158324821247,0.22524343129110638,62,0
0.84,0.09090909090909091,0.043478260869565216,0.058823529411764705,0.5636207320068779,0.1449091363174622,62,1
0.875,0.4,0.17391304347826086,0.24242424242424243,0.7605011053795135,0.2788171132484638,62,2
0.875,0.4,0.17391304347826086,0.24242424242424243,0.6782117415868336,0.2732937886000855,62,3
0.865,0.25,0.08695652173913043,0.12903225806451613,0.6895111766150822,0.23217666823191768,62,4
0.785,0.3333333333333333,0.22857142857142856,0.2711864406779661,0.7215584415584415,0.3728003402633758,63,0
0.795,0.41935483870967744,0.3611111111111111,0.3880597014925373,0.7942073170731707,0.4261058062483988,63,1
0.78,0.25,0.1111111111111111,0.15384615384615385,0.7686314363143631,0.3938109293446336,63,2
0.795,0.2727272727272727,0.08333333333333333,0.1276595744680851,0.6108570460704608,0.2473309467001961,63,3
0.795,0.3684210526315789,0.19444444444444445,0.2545454545454545,0.7447493224932249,0.3730071144163216,63,4
0.755,0.48717948717948717,0.3958333333333333,0.4367816091954023,0.7323190789473684,0.4323584086386033,64,0
0.725,0.40540540540540543,0.3125,0.35294117647058826,0.6877741228070176,0.3727578136481857,64,1
0.72,0.4,0.3333333333333333,0.36363636363636365,0.6881167763157895,0.4489405438591878,64,2
0.695,0.34146341463414637,0.2916666666666667,0.3146067415730337,0.6931880482456141,0.3836401442526883,64,3
0.75,0.4594594594594595,0.3617021276595745,0.40476190476190477,0.7341816159087748,0.454937815669438,64,4
0.79,0.4482758620689655,0.3333333333333333,0.38235294117647056,0.7885013537187451,0.48188420529990034,65,0
0.775,0.4117647058823529,0.358974358974359,0.3835616438356164,0.7868291129160695,0.4334664074456171,65,1
0.775,0.38461538461538464,0.2564102564102564,0.3076923076923077,0.7650103519668737,0.44559588276696893,65,2
0.75,0.2962962962962963,0.20512820512820512,0.24242424242424243,0.6962095875139354,0.3231694820810905,65,3
0.835,0.6666666666666666,0.3076923076923077,0.42105263157894735,0.826644370122631,0.5665474464271414,65,4
0.83,0.4117647058823529,0.22580645161290322,0.2916666666666667,0.7418400458102691,0.41752197993761464,66,0
0.84,0.4666666666666667,0.22580645161290322,0.30434782608695654,0.7421263599923649,0.3573293241536495,66,1
0.835,0.45,0.2903225806451613,0.35294117647058826,0.6969841572819241,0.3787080060401278,66,2
0.82,0.4230769230769231,0.34375,0.3793103448275862,0.6634114583333334,0.33493450733682395,66,3
0.805,0.3939393939393939,0.40625,0.4,0.6976376488095238,0.3883976501737173,66,4
0.84,0.5555555555555556,0.42857142857142855,0.4838709677419355,0.8221645021645021,0.5489116059806458,67,0
0.81,0.43478260869565216,0.2857142857142857,0.3448275862068966,0.7928138528138529,0.4929024580410553,67,1
0.86,0.6521739130434783,0.42857142857142855,0.5172413793103449,0.8100432900432901,0.5355890678013124,67,2
0.82,0.47619047619047616,0.2857142857142857,0.35714285714285715,0.7954978354978355,0.4686525071376455,67,3
0.78,0.3902439024390244,0.45714285714285713,0.42105263157894735,0.8058874458874459,0.5325654607217412,67,4
0.755,0.4444444444444444,0.35555555555555557,0.3950617283950617,0.7903942652329748,0.4854885090736879,68,0
0.785,0.5263157894736842,0.4444444444444444,0.4819277108433735,0.8046594982078853,0.5604920465384177,68,1
0.84,0.782608695652174,0.4,0.5294117647058824,0.8428673835125449,0.6894478454058963,68,2
0.78,0.5161290322580645,0.35555555555555557,0.42105263157894735,0.7648028673835126,0.4631894040688026,68,3
0.755,0.4594594594594595,0.3695652173913043,0.40963855421686746,0.8203698475437606,0.5176129964016565,68,4
0.785,0.53125,0.37777777777777777,0.44155844155844154,0.7929032258064517,0.48069390901894754,69,0
0.79,0.5365853658536586,0.4888888888888889,0.5116279069767442,0.8612186379928315,0.6204830662305592,69,1
0.795,0.5588235294117647,0.4222222222222222,0.4810126582278481,0.8327598566308244,0.6347855596134571,69,2
0.785,0.5294117647058824,0.5869565217391305,0.5567010309278351,0.8116883116883117,0.5572444157101013,69,3
0.79,0.5769230769230769,0.32608695652173914,0.4166666666666667,0.8236871823828346,0.5626460548596327,69,4
0.81,0.46153846153846156,0.5142857142857142,0.4864864864864865,0.7825108225108225,0.5502336194858893,70,0
0.875,0.6923076923076923,0.5142857142857142,0.5901639344262295,0.8088311688311689,0.6198743754153901,70,1
0.845,0.6190476190476191,0.3611111111111111,0.45614035087719296,0.7793868563685639,0.5571862521739122,70,2
0.85,0.6,0.5,0.5454545454545454,0.7771849593495935,0.5974157248039007,70,3
0.805,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.7494918699186992,0.5305495739455044,70,4
0.775,0.45454545454545453,0.11363636363636363,0.18181818181818182,0.7093531468531469,0.3869552140890754,71,0
0.795,0.5789473684210527,0.25,0.3492063492063492,0.7086975524475525,0.45313127108813683,71,1
0.74,0.36666666666666664,0.25,0.2972972972972973,0.6448863636363638,0.3638434859204577,71,2
0.745,0.3333333333333333,0.13333333333333333,0.19047619047619047,0.6278853046594982,0.2926870563675006,71,3
0.755,0.4090909090909091,0.2,0.26865671641791045,0.6402867383512545,0.3867578544523214,71,4
0.82,0.29411764705882354,0.1724137931034483,0.21739130434782608,0.6412583182093164,0.2843371300689455,72,0
0.85,0.45454545454545453,0.1724137931034483,0.25,0.6780600927606373,0.3572915447157904,72,1
0.855,0.5384615384615384,0.23333333333333334,0.32558139534883723,0.6713725490196079,0.2920825837698229,72,2
0.84,0.375,0.1,0.15789473684210525,0.7043137254901961,0.3439015816296335,72,3
0.845,0.4666666666666667,0.23333333333333334,0.3111111111111111,0.7376470588235294,0.36765944814146106,72,4
0.81,0.3333333333333333,0.1875,0.24,0.7645089285714286,0.3755543315755319,73,0
0.775,0.11764705882352941,0.0625,0.08163265306122448,0.7359561011904762,0.2873535526254319,73,1
0.815,0.391304347826087,0.28125,0.32727272727272727,0.7330729166666666,0.3827845330009511,73,2
0.83,0.4375,0.21875,0.2916666666666667,0.6975446428571428,0.32623281595552506,73,3
0.825,0.38461538461538464,0.15625,0.2222222222222222,0.7212611607142856,0.3209282005381159,73,4
0.765,0.4,0.2926829268292683,0.3380281690140845,0.6676637521092191,0.37170140045102457,74,0
0.78,0.45714285714285713,0.3902439024390244,0.42105263157894735,0.7639208467556373,0.45347312394489137,74,1
0.745,0.2916666666666667,0.17073170731707318,0.2153846153846154,0.6527074704709311,0.3039454301573403,74,2
0.77,0.4,0.24390243902439024,0.30303030303030304,0.6380579843534285,0.35989818047187305,74,3
0.77,0.38095238095238093,0.1951219512195122,0.25806451612903225,0.7159073477527229,0.3480742049751435,74,4
0.9,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.8848314606741573,0.513201394190424,75,0
0.885,0.5,0.21739130434782608,0.30303030303030304,0.8239990174404324,0.407560635695036,75,1
0.9,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.8160157209530827,0.49581177897741324,75,2
0.895,0.6,0.2608695652173913,0.36363636363636365,0.8217882584131663,0.4497204686634886,75,3
0.9,0.6363636363636364,0.30434782608695654,0.4117647058823529,0.8523704249570131,0.46771307951256197,75,4
0.845,0.3333333333333333,0.14814814814814814,0.20512820512820512,0.6995290087775636,0.2976738851741576,76,0
0.84,0.35294117647058826,0.2222222222222222,0.2727272727272727,0.7037037037037037,0.2945516089224882,76,1
0.88,0.6153846153846154,0.2962962962962963,0.4,0.790515949475487,0.49787553204118024,76,2
0.815,0.14285714285714285,0.07407407407407407,0.0975609756097561,0.6749090130593021,0.21864132606787146,76,3
0.83,0.26666666666666666,0.14814814814814814,0.19047619047619047,0.7146221365874545,0.29237712238161856,76,4
0.825,0.29411764705882354,0.17857142857142858,0.2222222222222222,0.6933139534883721,0.2734110661385877,77,0
0.84,0.35714285714285715,0.17857142857142858,0.23809523809523808,0.7251868770764119,0.2789346821293934,77,1
0.855,0.4,0.07142857142857142,0.12121212121212122,0.7601744186046512,0.28423431767881513,77,2
0.845,0.36363636363636365,0.14285714285714285,0.20512820512820512,0.7034883720930232,0.24937044575911355,77,3
0.825,0.23076923076923078,0.10714285714285714,0.14634146341463414,0.7347383720930233,0.2621471615252456,77,4
0.825,0.5333333333333333,0.2222222222222222,0.3137254901960784,0.7601626016260163,0.4511495172356317,78,0
0.765,0.2608695652173913,0.16666666666666666,0.2033898305084746,0.6907181571815719,0.274755613305562,78,1
0.775,0.23529411764705882,0.1111111111111111,0.1509433962264151,0.7223915989159891,0.2818941252066415,78,2
0.795,0.4166666666666667,0.2702702702702703,0.32786885245901637,0.7161333112253359,0.3280252670363579,78,3
0.805,0.45454545454545453,0.2702702702702703,0.3389830508474576,0.7514508373404079,0.45206447304996944,78,4
0.81,0.375,0.17647058823529413,0.24,0.630669737774628,0.26836569987747555,79,0
0.815,0.4,0.17647058823529413,0.24489795918367346,0.5913359319631467,0.31165187039124,79,1
0.79,0.21428571428571427,0.08823529411764706,0.125,0.5900070871722183,0.2493908660857114,79,2
0.81,0.375,0.17647058823529413,0.24,0.6513997165131113,0.3077852454684293,79,3
0.8,0.3333333333333333,0.17647058823529413,0.23076923076923078,0.6570694542877393,0.29394107933773866,79,4
0.78,0.4444444444444444,0.2926829268292683,0.35294117647058826,0.6958122411412793,0.432196561024081,80,0
0.755,0.3181818181818182,0.17073170731707318,0.2222222222222222,0.6258628624022089,0.2662966808963425,80,1
0.81,0.6153846153846154,0.1951219512195122,0.2962962962962963,0.7452830188679247,0.41677194232243536,80,2
0.785,0.45,0.21951219512195122,0.29508196721311475,0.676637521092192,0.37635082525324864,80,3
0.75,0.30434782608695654,0.17073170731707318,0.21875,0.6372142966712686,0.2992928907792648,80,4
0.815,0.42105263157894735,0.23529411764705882,0.3018867924528302,0.8143160878809355,0.3783911390957782,81,0
0.805,0.3076923076923077,0.11764705882352941,0.1702127659574468,0.7475194897236003,0.34263890624336957,81,1
0.765,0.3235294117647059,0.3142857142857143,0.3188405797101449,0.7424242424242424,0.38091292106111835,81,2
0.84,0.5882352941176471,0.2857142857142857,0.38461538461538464,0.794978354978355,0.44386791205214016,81,3
0.855,0.65,0.37142857142857144,0.4727272727272727,0.8564502164502164,0.5875443693555972,81,4
0.8,0.7205882352941176,0.7,0.7101449275362319,0.823956043956044,0.7734960152424929,82,0
0.77,0.6875,0.6285714285714286,0.6567164179104478,0.8413736263736264,0.7953405746575111,82,1
0.73,0.6142857142857143,0.6142857142857143,0.6142857142857143,0.8061538461538461,0.7254471547846886,82,2
0.795,0.7142857142857143,0.704225352112676,0.7092198581560284,0.8544600938967136,0.7833268606551451,82,3
0.755,0.6341463414634146,0.7323943661971831,0.6797385620915033,0.844306146959275,0.7696327227110923,82,4
0.79,0.6216216216216216,0.45098039215686275,0.5227272727272727,0.8415580997499671,0.6746934892832358,83,0
0.785,0.5952380952380952,0.49019607843137253,0.5376344086021505,0.8073430714567706,0.6290674177588635,83,1
0.77,0.5757575757575758,0.37254901960784315,0.4523809523809524,0.7875378339255166,0.5339001531784879,83,2
0.795,0.6216216216216216,0.46,0.5287356321839081,0.8166666666666667,0.589509490923581,83,3
0.765,0.5319148936170213,0.5,0.5154639175257731,0.8190666666666666,0.6046436111287105,83,4
0.785,0.36363636363636365,0.21621621621621623,0.2711864406779661,0.745398773006135,0.33308914376776744,84,0
0.765,0.2916666666666667,0.1891891891891892,0.22950819672131148,0.7236776653954569,0.30603393990210537,84,1
0.77,0.3548387096774194,0.2972972972972973,0.3235294117647059,0.7184546509699884,0.40325526100255316,84,2
0.77,0.2727272727272727,0.16666666666666666,0.20689655172413793,0.7162940379403794,0.3303739362218559,84,3
0.775,0.2631578947368421,0.1388888888888889,0.18181818181818182,0.6878387533875339,0.3006042739527994,84,4
0.8,0.3793103448275862,0.3333333333333333,0.3548387096774194,0.7994919252404282,0.43310423545448035,85,0
0.805,0.36363636363636365,0.24242424242424243,0.2909090909090909,0.7090364725095264,0.323957450572202,85,1
0.84,0.5294117647058824,0.2727272727272727,0.36,0.7566684812193795,0.389326986114067,85,2
0.825,0.42857142857142855,0.18181818181818182,0.2553191489361702,0.745146071493377,0.39795889085339303,85,3
0.785,0.32,0.23529411764705882,0.2711864406779661,0.6797484053862509,0.3043946323764699,85,4
0.805,0.30434782608695654,0.23333333333333334,0.2641509433962264,0.7676470588235295,0.3914632324726384,86,0
0.805,0.2857142857142857,0.2,0.23529411764705882,0.7481372549019608,0.33451848386955935,86,1
0.845,0.47058823529411764,0.26666666666666666,0.3404255319148936,0.771078431372549,0.4321890694562271,86,2
0.85,0.5,0.26666666666666666,0.34782608695652173,0.7408823529411765,0.37012053335714856,86,3
0.845,0.4782608695652174,0.36666666666666664,0.41509433962264153,0.7813725490196078,0.38609633787754943,86,4
0.81,0.0,0.0,0.0,0.7041742286751361,0.21736612748198583,87,0
0.8,0.07692307692307693,0.034482758620689655,0.047619047619047616,0.7566041540633193,0.25464771456939383,87,1
0.785,0.15,0.10344827586206896,0.12244897959183673,0.6670699737850373,0.19943006406866695,87,2
0.795,0.16666666666666666,0.10344827586206896,0.1276595744680851,0.684916313772938,0.20404714724084488,87,3
0.73,0.12121212121212122,0.13793103448275862,0.12903225806451613,0.6504335551522484,0.18866192249574776,87,4
0.76,0.25925925925925924,0.2,0.22580645161290322,0.7396536796536797,0.2979965692923617,88,0
0.78,0.2857142857142857,0.17142857142857143,0.21428571428571427,0.7396536796536797,0.31409615694981313,88,1
0.8,0.391304347826087,0.2571428571428571,0.3103448275862069,0.7678787878787878,0.36046991287871993,88,2
0.79,0.3157894736842105,0.17142857142857143,0.2222222222222222,0.7440692640692641,0.3418767822225931,88,3
0.81,0.42857142857142855,0.16666666666666666,0.24,0.7289972899728997,0.34601954459790885,88,4
0.86,0.6666666666666666,0.13333333333333333,0.2222222222222222,0.7599019607843137,0.30117101100856947,89,0
0.85,0.5384615384615384,0.22580645161290322,0.3181818181818182,0.7528154227906089,0.3683084420452146,89,1
0.79,0.17647058823529413,0.0967741935483871,0.125,0.6864859706050773,0.2572664339969544,89,2
0.83,0.4,0.1935483870967742,0.2608695652173913,0.6814277533880512,0.3076574136383313,89,3
0.81,0.18181818181818182,0.06451612903225806,0.09523809523809523,0.7133040656613858,0.26362393532964323,89,4
0.82,0.45454545454545453,0.29411764705882354,0.35714285714285715,0.7553153791637136,0.39862032420288274,90,0
0.795,0.29411764705882354,0.14705882352941177,0.19607843137254902,0.6935683912119064,0.3143057305567383,90,1
0.82,0.45,0.2647058823529412,0.3333333333333333,0.7434443656980865,0.36562422437944336,90,2
0.79,0.2777777777777778,0.14705882352941177,0.19230769230769232,0.7026931254429483,0.28376652403026564,90,3
0.825,0.47058823529411764,0.23529411764705882,0.3137254901960784,0.7465450035435861,0.423145464990781,90,4
0.825,0.48,0.35294117647058826,0.4067796610169492,0.7981041814316088,0.4378738671073913,91,0
0.84,0.5789473684210527,0.3142857142857143,0.4074074074074074,0.8140259740259741,0.46658645776482033,91,1
0.825,0.5,0.2857142857142857,0.36363636363636365,0.8224242424242424,0.4791119686450107,91,2
0.83,0.5217391304347826,0.34285714285714286,0.41379310344827586,0.8108225108225108,0.5057629862901627,91,3
0.815,0.42857142857142855,0.17142857142857143,0.24489795918367346,0.8196536796536797,0.4789030416184919,91,4
0.855,0.4166666666666667,0.18518518518518517,0.2564102564102564,0.7501605651894669,0.3316776705087909,92,0
0.865,0.5,0.25925925925925924,0.34146341463414637,0.7667523014343823,0.361677318684206,92,1
0.85,0.4583333333333333,0.39285714285714285,0.4230769230769231,0.7794850498338871,0.4174072790460649,92,2
0.835,0.3333333333333333,0.17857142857142858,0.23255813953488372,0.715531561461794,0.28744287920241873,92,3
0.835,0.3333333333333333,0.17857142857142858,0.23255813953488372,0.7124169435215947,0.27735384198656177,92,4
0.83,0.15384615384615385,0.08,0.10526315789473684,0.7162285714285714,0.2568025659768101,93,0
0.86,0.4375,0.2692307692307692,0.3333333333333333,0.8301282051282051,0.3856930333186354,93,1
0.855,0.2857142857142857,0.07692307692307693,0.12121212121212122,0.8404067197170646,0.33375954263347957,93,2
0.86,0.4583333333333333,0.4230769230769231,0.44,0.8351016799292662,0.3929489765139379,93,3
0.855,0.4,0.23076923076923078,0.2926829268292683,0.8012820512820513,0.3165821935749324,93,4
0.82,0.5882352941176471,0.47619047619047616,0.5263157894736842,0.7770494273658831,0.5679540618907605,94,0
0.765,0.3684210526315789,0.16666666666666666,0.22950819672131148,0.6955244122965643,0.3692729922424789,94,1
0.775,0.43478260869565216,0.23809523809523808,0.3076923076923077,0.6754822182037371,0.4005863477903553,94,2
0.77,0.4444444444444444,0.27906976744186046,0.34285714285714286,0.6880462153754998,0.39706124995614805,94,3
0.76,0.4,0.23255813953488372,0.29411764705882354,0.6466449414901496,0.3589416168798778,94,4
0.765,0.5675675675675675,0.40384615384615385,0.47191011235955055,0.7327182952182952,0.5761113417365042,95,0
0.675,0.30303030303030304,0.19230769230769232,0.23529411764705882,0.6849012474012474,0.4257134700540728,95,1
0.755,0.5428571428571428,0.36538461538461536,0.4367816091954023,0.7299896049896049,0.4496943218117887,95,2
0.785,0.6041666666666666,0.5471698113207547,0.5742574257425742,0.777820562187139,0.6212747987056934,95,3
0.78,0.6,0.5094339622641509,0.5510204081632653,0.796239250417148,0.5844326715860575,95,4
0.82,0.5294117647058824,0.24324324324324326,0.3333333333333333,0.7089205770187365,0.3734285724866464,96,0
0.79,0.25,0.08333333333333333,0.125,0.630420054200542,0.2680336275934785,96,1
0.8,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.6875846883468834,0.33656591375056444,96,2
0.815,0.45454545454545453,0.1388888888888889,0.2127659574468085,0.6527777777777778,0.31729856437146753,96,3
0.805,0.4,0.16666666666666666,0.23529411764705882,0.6557418699186992,0.28550093041734115,96,4
0.805,0.2727272727272727,0.08823529411764706,0.13333333333333333,0.7670978029766122,0.36606415993102276,97,0
0.84,0.5625,0.2647058823529412,0.36,0.7445074415308292,0.4112467282024554,97,1
0.83,0.5,0.29411764705882354,0.37037037037037035,0.7313961729270021,0.42436041616291464,97,2
0.82,0.4375,0.20588235294117646,0.28,0.753012048192771,0.42202369434995757,97,3
0.83,0.5,0.14705882352941177,0.22727272727272727,0.6731041814316088,0.3083645638831854,97,4
0.83,0.18181818181818182,0.07407407407407407,0.10526315789473684,0.6966388353671591,0.2560783039496533,98,0
0.86,0.42857142857142855,0.1111111111111111,0.17647058823529413,0.7411689145793192,0.35453527803737084,98,1
0.875,0.625,0.18518518518518517,0.2857142857142857,0.7418111753371868,0.41532094880335513,98,2
0.835,0.125,0.037037037037037035,0.05714285714285714,0.6942838792549775,0.21668916059510612,98,3
0.855,0.4,0.14814814814814814,0.21621621621621623,0.7165489188610575,0.3267012940562401,98,4
0.8,0.4117647058823529,0.1891891891891892,0.25925925925925924,0.7122367766539546,0.35131894246137385,99,0
0.79,0.35714285714285715,0.13157894736842105,0.19230769230769232,0.6837231968810916,0.3006249417253444,99,1
0.795,0.42105263157894735,0.21052631578947367,0.2807017543859649,0.7037037037037037,0.3529259456417577,99,2
0.74,0.15,0.07894736842105263,0.10344827586206896,0.6317413905133203,0.24851660681387047,99,3
0.745,0.21739130434782608,0.13157894736842105,0.16393442622950818,0.6466049382716049,0.24344360055742914,99,4
0.81,0.5217391304347826,0.3076923076923077,0.3870967741935484,0.763258480649785,0.44265553196282714,100,0
0.795,0.45454545454545453,0.2564102564102564,0.32786885245901637,0.8091256569517439,0.45635798439822883,100,1
0.78,0.4074074074074074,0.28205128205128205,0.3333333333333333,0.6635610766045549,0.3578909758703218,100,2
0.83,0.6666666666666666,0.2564102564102564,0.37037037037037035,0.7195413282369805,0.498754275194752,100,3
0.76,0.30434782608695654,0.1794871794871795,0.22580645161290322,0.7124542124542125,0.39491619537802486,100,4
0.755,0.36363636363636365,0.18604651162790697,0.24615384615384617,0.6895274774107539,0.32388982880867717,101,0
0.755,0.391304347826087,0.20454545454545456,0.26865671641791045,0.6927447552447553,0.35825928323960626,101,1
0.795,0.5714285714285714,0.2727272727272727,0.36923076923076925,0.8161421911421911,0.49534196401108166,101,2
0.775,0.48,0.2727272727272727,0.34782608695652173,0.740530303030303,0.40916424490934655,101,3
0.78,0.5,0.20454545454545456,0.2903225806451613,0.6794871794871795,0.4443158192064487,101,4
0.76,0.4722222222222222,0.3695652173913043,0.4146341463414634,0.7593873517786561,0.5030247404575999,102,0
0.725,0.375,0.2553191489361702,0.3037974683544304,0.6928799888749827,0.3853438151367112,102,1
0.725,0.4,0.3404255319148936,0.367816091954023,0.7276456681963566,0.4278957008919567,102,2
0.745,0.375,0.1276595744680851,0.19047619047619047,0.7060909470171047,0.4085461504671192,102,3
0.725,0.34615384615384615,0.19148936170212766,0.2465753424657534,0.6398970935892087,0.3746100722084028,102,4
0.73,0.4166666666666667,0.3125,0.35714285714285715,0.723547149122807,0.4565174585676416,103,0
0.72,0.3181818181818182,0.14583333333333334,0.2,0.6757127192982457,0.34818145328523487,103,1
0.73,0.36363636363636365,0.16666666666666666,0.22857142857142856,0.7162143640350878,0.4067680319276308,103,2
0.725,0.37037037037037035,0.20833333333333334,0.26666666666666666,0.6753700657894737,0.3533546915887308,103,3
0.71,0.30434782608695654,0.14285714285714285,0.19444444444444445,0.6700229760778483,0.33870574274931387,103,4
0.78,0.5,0.3409090909090909,0.40540540540540543,0.7814685314685315,0.5307075770570382,104,0
0.775,0.48148148148148145,0.29545454545454547,0.36619718309859156,0.7484702797202797,0.4276482469574233,104,1
0.77,0.45454545454545453,0.3488372093023256,0.39473684210526316,0.7589246037624056,0.46840766306495246,104,2
0.755,0.39285714285714285,0.2558139534883721,0.30985915492957744,0.7688490593986076,0.4337721980575752,104,3
0.785,0.5,0.3023255813953488,0.37681159420289856,0.7133017330765813,0.41569779828482123,104,4
0.795,0.42857142857142855,0.23684210526315788,0.3050847457627119,0.6392949967511371,0.3010988379331842,105,0
0.825,0.5652173913043478,0.34210526315789475,0.4262295081967213,0.6931448992852502,0.45913629739275397,105,1
0.775,0.36,0.23684210526315788,0.2857142857142857,0.6808804418453541,0.3119968758036389,105,2
0.795,0.4090909090909091,0.24324324324324326,0.3050847457627119,0.6608356823080749,0.3185195499937831,105,3
0.805,0.4583333333333333,0.2972972972972973,0.36065573770491804,0.6484828386668877,0.3683824480679544,105,4
0.73,0.36,0.19148936170212766,0.25,0.769434014740648,0.4078897882077171,106,0
0.725,0.34615384615384615,0.19148936170212766,0.2465753424657534,0.7447503824224726,0.3976299292737997,106,1
0.725,0.36666666666666664,0.23404255319148937,0.2857142857142857,0.6777221526908637,0.35788161815243463,106,2
0.76,0.4838709677419355,0.3191489361702128,0.38461538461538464,0.707412042831317,0.42613204823712164,106,3
0.77,0.5238095238095238,0.23404255319148937,0.3235294117647059,0.7436378806841886,0.4593420094998628,106,4
0.82,0.26666666666666666,0.13793103448275862,0.18181818181818182,0.745109901189756,0.3142712377776902,107,0
0.84,0.42105263157894735,0.27586206896551724,0.3333333333333333,0.7818108489614842,0.36734567119475353,107,1
0.81,0.21428571428571427,0.1,0.13636363636363635,0.6933333333333334,0.23985408375597442,107,2
0.865,0.5789473684210527,0.36666666666666664,0.4489795918367347,0.8272549019607843,0.45905595403226923,107,3
0.805,0.23529411764705882,0.13333333333333333,0.1702127659574468,0.6496078431372548,0.2137635502291873,107,4
0.79,0.2631578947368421,0.15151515151515152,0.19230769230769232,0.7673743422246416,0.3679135397402541,108,0
0.835,0.5,0.2727272727272727,0.35294117647058826,0.8252585737615677,0.4944856008913486,108,1
0.835,0.5238095238095238,0.3235294117647059,0.4,0.8263642806520198,0.5501991084483333,108,2
0.795,0.3333333333333333,0.20588235294117646,0.2545454545454545,0.7769312544294826,0.3370536735959969,108,3
0.845,0.5555555555555556,0.4411764705882353,0.4918032786885246,0.8355776045357902,0.539764623519337,108,4
0.7,0.20588235294117646,0.175,0.1891891891891892,0.5960156249999999,0.23961861215243613,109,0
0.75,0.35294117647058826,0.3,0.32432432432432434,0.6748437500000001,0.32313945871105093,109,1
0.75,0.2916666666666667,0.175,0.21875,0.6640625,0.29735467042589786,109,2
0.73,0.18181818181818182,0.1,0.12903225806451613,0.6089062499999999,0.2506098484221755,109,3
0.715,0.24242424242424243,0.2,0.2191780821917808,0.629375,0.27119616967992755,109,4
0.7547169811320755,0.4,0.16666666666666666,0.23529411764705882,0.7141768292682926,0.4313365060761986,110,0
